category_id	question	answer_category_id
2	T멤버십 으로 더블 이용권 구매를 했고 요금이 인출 됐습니다\n그러나 여전히 이용권을 구매하란 멘트가 나옵니다	1
2	T우주 결제완료 웨이브 제결하라고 나옴	2
2	T우주패스이용 중인데 TV로그인하고싶은데 비밀번호를 모르겠어서 찾아봐도 정보가 안뜬다고 나와서요 . 비밀번호를 알고싶어요.	2
2	wavve 아이디 jumpcc 로 더블스탠다드정기권 사용중입니다. 조금전[11월12일] 이메일로 승인번호를 뱓아서 비밀번호 재설정하고 로그인 하라는 내용을 들었습니다. 문제는 wavve에 저장된 메일 아이디  jumpcccc 라는 아이디가 지금 사용하지않는 과거의 아이디라서 wavve에서 승인번호를 받을수 없다는 겄입니다. 지금사용중인 jumppc 라는 아이디로 승인번호를 발송해야  비밀번호 재설정하고 로그인 할수  있습니다. 부디 jumppc 로 승인번호 발송 부탁합니다.	2
2	갑자기 미리보기만 나옵니다.\n고객센터는 연결이 안되고\n빠른 답변부탁합니다	2
2	결재 내역은있는데 워이브 시청이안되요	2
2	결재되어있는데.방송이안나와요	2
2	결재했는데 계속 이용권 구매가 뜹니다	2
2	결제 경로는 웨이브를 통해서 구글 결제를 하였습니다\n아무리 찾아봐도 웨이브랑 연결된 아이디를 찾을수는 없고 몇달째 글냥 방치가 되고 있습니다.\n구글아이디: intesunhee0515\n구입일: 25.06.18\n결제금액: 160.000 입니다\n현제 구글에서 제결제 정지해둔 상태입니다\n아이디를 구글에서 찾는게 아니라 웨이브에서 찾을수 있도록 도움을 주셔야 하는게 맞는것 같아요\n웨이브르 통해서 구글 결제를 한거고 아이디가 사라진거라......	2
2	결제가 매달 나가고있는데 이용이안되네요	2
2	결제하고 보려니까 로그인하라고해서 로그인했는데 구매내역에서 안보이네요	2
2	계속 t 아이디로 사용중입니다.\n어제 접속하려니 이용권등록이 계속뜨는데 확인요청드립니다	2
2	계속 시도해도 안되요	2
2	계속 시청 중이던 TV 에 갑자기 로그인이 안됩니다,,	2
2	계정생성 시 이메일 주소 잘 못 기재....인증코드 못 받음\n비밀번호 재설정 불가....빠른 확인요청 드립니다	2
2	광고형 가입했는데 연동이 안됩니다 해결바랍니다	2
2	광고형 스탠다드 요금제 결제하고 예능 보려는데 미리보기만 되네요	2
2	구독 했는데 갑자기 로그아웃이 되버리고 로그인이 안됩니다	2
2	구독은 되어 있는데 왜 이용할수가 없나요	2
2	구매권 구매했는데 사용안됨	2
2	구매권 구입한  사람인데요\n갑자기  들어가려니까   안들어가져요\n다시  구매하라고  나오고요\n돈은  빠져나갔고요\n어떻게 된건가요?	2
2	구매한거같은데 안돼요	2
2	기존  쓰던 폰에  무료 쓰고 있다가\n폰 바꾸고 안되고 \n114 문의 하니 처음 개통할때 카카오톡으로 계정  되어 있다고 하는데 \n카카오톡 지우고 새로 계정 했고 \n현재 네이버로 되어 있다고 함\n예전 카카오톡 아이디 비번 몰라서 문의 합니다	2
2	기존엔 자동로그인으로 들어가 드라마를 시청하고 있었는데 어제 자동로그인이 되지 않아 아이디와 비밀번호로 로그인을 했는데 기존에 보던 드라마를 이어서보기가 않됩니다.\n아이디 찾기하면 등록된 회원이 아니라고 나와 새로 가입을 했습니다.	2
2	다시 결제를 해야되나요? 어떻게 되는간기오 \n네이버로 로그인해도 결제하라고 하는데 어떻게 된건가요?	2
2	더블 프리미엄 구독중인데 웨이브에서 네이버로 로그인을 했는데 이용중인 구독이 없다고 나옵니다.	2
2	로그아옷이 되버렸네요	46
2	로그아웃을했는데기존이용권사용중인아이디랑비밀번호를몰라서접속을못하고있어요\n빠른답변부탁합니다	2
2	로그아웃했는데기존에사용중아이디랑비번을모르겠어요	2
2	로그인 하려고하면 입력하신 정보에 해당하는 계정을 찾을수 없습니다.\n이렇게 나오네요	2
2	로그인이 안되어 회원정보 찾기해도 안나옵니다	2
2	몇일 전부터 로그인이 되지 않습니다 \n그런데 너무 예전 가입한 거라 이메일도 까먹고 (아마 예전이메일이면 삭재해서 지금은 안쓰는 메일입니다)\n휴대폰도 2번 바꿔서 번호로도 제 아이디를 찾을 수 없습니다 \n\n매번 집에서만 공기계로 봐오던 wavve 인데 이런 경우 어떻게 해야하나요 \n\n매번 공기계 와이파이로 켜서 바로바로 봐오던 거라 어디 정리를 하지 않았습니다	2
2	방송이용권 스탠다드 결제 후에도 미리보기만 나오고 이용이 안되네요\n이럴거면 뭐하러 결제를 하나요\n조치 당장 취해주세요	2
2	비밀번호 변경은 어디서 하나요 네이버 간편 로그인으로 해놨는데 어떻게 해야되는지 모르겠어요	2
2	비밀번호 변경하는 법	2
2	비밀번호 분실했습니다	2
2	비밀번호 찾기는 어떻게 하나요?\n정보수정을 하려해도 기존비밀번호가 계속 다르다고나와서 비번찾기를 하고싶은데 방법을 모르겠어요.	2
2	비밀번호 찿고싶어요	2
2	비밀번호를 까먹어서 찾으려고해도 \n계속 없는 계정이라고 하는데 구독은 되어있고 \n비밀번호 좀 찾아주세요\n휴대폰 번호를 바꿔서 그런지 자꾸 등록된 계정이\n없다고 뜨는데 자동 로그인이라 어플로는 계정이 들어가지고 비밀번호를 모르겠는데 찾을수있는 방법 좀 알려주세요	2
2	비밀번호를 변경하고 싶은데 어떻게 해야할까요?	2
2	비밀번호를 분실하였습니다. 재설정방법 알고싶습니다	2
2	비번찾기가 어딧어요	2
2	설정앱에서 이용권을 구매하고 앱에서 확인을 해봤는데 이용권을 구매 한 내역이 없다고 떠요	2
2	세트로 결제했는데  왜집티비에선. 로그인이 안될까요?	2
2	스마트 tv에서 로그인할 때 sms로 핸드폰으로 로그인 요청을 하고, 핸드폰에서 받은 문자로 로그인 요청 수락을 하면, 사마트 tv에서 로그인이 잘될 때도 있지만, 네트워크오류라면서 로그인이 안될 때가 있네요. 이럴 땐 다시 핸드폰에 로그인 요청 문자 보내서 수락하면 스마트 tv에서 로그인이 됩니다. 젊은 사람이면 모를까 연세 드신 분들은 로그인이 안되면 왜 안되는지 몰라서 그냥 tv를 꺼버리십니다. 이 문제 꼭 해결해 주세요.	2
2	신규로 회원가입 후 본인인증 하려고 하는데 계속 회원님께서는 본인인증한 다른 wavve아이디를 보유하고 계십니다 라는 메시지가 뜹니다. 연동되었던 아이디 모두 탈퇴처리 하였고 새로 가입하였는데 제 명의로 된 본인인증된 아이디가 어떤 아이디인지 어디서 확인이 가능할까요?\nt구독으로 wavve 아이디 연결을 진행하려고 하는데 다른아이디로 계속 자동 연결되어 연결된 아이디를 찾을수가 없어 문의드립니다.	2
2	신사장프로젣트를 보려고 하는데 왜 이용권을 계속 사라고 나오는거죠?	13
2	아뒤랑 비번 찾기을 알고싶어요	2
2	아디,비번을 자동로그인만해서 모르겠는데 아이디 찾기 들어가서 찾을라고 했더니 회원이 아니라고 나옵니다 빠른 조치 부탁드립니다	2
2	아이디 부존제로 확인	2
2	아이디 비번 맞게 입력했는데\n회원정보가 틀리다고 뜹니다.\n지난주에도 pc로 로그인 했었고 문제 없었구요.\n제 계정을 아버지 폰에 연결해둔거라서 \n비번 초기화 하면 아버지가 폰 못다루셔서 번거로워지는데 \n문제 해결해주세요.	2
2	아이디가 자꾸 아니래요 분실	2
2	아이디를 찾고싶습니다. 본인인증 찾기를 하면 가입된 정보가 없다고 나옵니다.	2
2	아이디입력이 되지않아요	2
2	아이디찾기해도 안되서 다시 가입했는데 기존아이디가 조회도안되는데 이중결제가 되고 있습니다.\n확인부탁드립니다.	17
2	안녕하세요. 다름이 아니라 제가 금요일까지만 해도 앱을열고 들어가면 자동 로그인이 되어있어 잘 사용했는데 일요일 밤에 영상시청을 하러 들어가니 자동로그인이 풀려있더라구요 그래서 다시 로그인을 할려고 하니 로그인이 안되더라구요 그래서 제가 까먹고 아이디와 비번을 잘못 눌렸나 하고 다시 시도를 하니 또 안되더라구요 혹시나 제가 까먹어서 계속 틀리나 하는 마음에 아이디찾기를 하는데 회원등록이 되어있지않은 계정이라는 안내문구가 뜨더라구요 저는 회원탈퇴를 한적이 없으며 그 어떠한 불법적인 방법을 사용하지 않았습니다 지금 되게 당황스럽고 어의가 없네요 빠른답변 부탁드립니다.	2
2	안녕하세요.\n티맴버십 계정으로 로그인이 안되는데\n혹시 타계정에 제 이름으로 가입이 된게 있나요?	2
2	안녕하세요\n이번에 가입하고 계정 핸드폰번호 인증을 위해\n인증 중에 이미 휴대폰번호 인증한 계정이 있다고 나오는데 가입한 기억이 없어서요\n\n회원님께서는 이미 본인인증 한다른 Wavve 아이디를 보유하고 계십니다. 현재 아이디는 본인인증을 하실수 없습니다.\n확인을 누르시면 홈으로 이동합니다.\n\n이런 메세지가 나옵니다 아이디찾기로 시도해봐도 나오지 않는데 해결 부탁드립니다	8
2	앱에서 로그인하려는데 비밀번호가 기억이 안 나서요\n비밀번호 찾기로 이메일 인증 번호 보냈는데\n메일이 안 와요	2
2	어디로 로그인해야 찾을수있나요 모르겠어요	2
2	어제 로그인하려고하는데 오류가나서 \n로그아웃을 햇는데 \n기존 상햇던 로그인방식이 기억이나지않습니다\nT프리미엄으로 이용하고잇는데 69요금제\n확인좀부탁드립니다	2
2	어제까지 시청했는데 오늘 갑자기 자동로그인이 안된다고 뜨더니 회원가입 이력이없다네요ㅜㅜ\n아이디 찾기를 해봐도 가입정보가 없다고 나옵니다	2
2	어제까지 저장해 놓은 아이디가 접속이 안됩니다	2
2	업데이트하고 도그인이 안되요	2
2	연결완료로 뜨는데 미리보기만 되고 있어요	2
2	옛날 요금제로 계속 사용중인데 갑자기 로그인 하라고 해서 아이디 비번 몰라 새로가입했더니\n사용이 안되네요\n기존 아디 비번 알고 싶어요	2
2	왜 없는 아이디로 나올까요?	2
2	요금제 결제했는데 이용안됨	2
2	요금제 할인으로 무료로 등록 헸는데,\n이용권 구매로 나오네요.	2
2	우주패스로 결합상품 결제 했는데 계속 이용권 구입하라고 나옵니다	2
2	웨이브  볼수  없어요  연결 됏다는데  구매후 사용하라는  문구가  나타납니다 \n뭘  잘 못한걸까요	2
2	웨이브 요금제 할인으로 무상으로 보고 있는데 갑자기 이용권 구매로 나옵니다.	2
2	웨이브시청료가26년3월까지결재된건데\n이용권이없다고연결이않되네요	2
2	이메일 가입을 했는데 아이디 비번이 맞는데도 계속 정보가 없다고 나와요.비밀번호 재설정까지 해서 다시 로그인 시도했는데 시스템이 뭔가 이상합니다. 개인정보로 연동이 안되는 것도 비효율적이고 불편하네요. 앱에서도 사파리에서도요. 결국 카톡 로그인으로 들어왔는데 계정이 두 개 생긴 것이니 너무 불편하네요. 안내 부탁드립니다	2
2	이번에 광고 스탠다드 이용권을 결제 했는데 자꾸 볼려고 들어가보면 이용권 구매 창이 뜹니다 이거 어떻게 해야하나요?\n돈은 이미 나가서 어떻게 해야할지 모르겟습니다	2
2	이용권 결제를 했는데 이용권 구매해달라고 뜨면서 \n영상시청이 안돼요	2
2	이용권구매이력은 있는데 구매했던 계정으로 로그인이 안되네요\n가입했던 이력이 없다고 뜨네요	2
2	이전문의에 알려주신 비밀번호 재설정 메뉴를 못찾겠어요	2
2	잘 시청하고 잇엇는데 아이디를 잊어버려서 다시 아이디찾기를하는데 정보가 없다고 나오는데 왜그러는걸까요?	2
2	저는 웨이브를 휴대폰과 컴퓨터 두 기기로 사용하고 있습니다. \n최근 휴대폰으로 로그인 한 뒤 이용권을 결제했고, 컴퓨터로 프로그램을 시청하기 위해 PC 로그인을 했는데 갑자기 이용권도 시청내역도 아무것도 없는 빈 프로필로 로그인이 되었습니다. \n저는 네이버 주소로 회원가입을 했었기에 평소 PC 로그인 화면에서 네이버 아이콘만 눌러 간편로그인을 해왔지만 지금은 그렇게 시도하면 다른 프로필이 뜹니다. \n아이디 찾기 등 별별 방법 다 써봐도 제 프로필이 안 떠요.\n곤혹스럽네요... 이용권을 한번 더 결제할 수도 없는 노릇이고요. \n해결해주셨으면 합니다.	2
2	제가 분명히 결제를 했고 구독도 지금 유지 중이라는데\n어떤 방법을 써도 로그인이 안돼요 계속 정보가 없대요	2
2	제가 어떤아이디로 정액권을 샀는데요 아이디찾기를해도 다른게 나오고 정액권 구입한 아디가 안나와요 확인좀해주세요	2
2	제가 이 계정을 탈퇴 신청을 했다가 다시 로그인을 하니까 되길래, 탈퇴처리가 안 된 줄 알고 티빙이랑 연계에서 구독을 신청했어요. \n\n로그인 되는데, 어플에서 비밀번호 변경할 때는 또 회원 탈퇴로 나오는 상황인데, 혹시 회원 탈퇴를 철회하고 이 아이디를 계속 사용할 순 없나요	2
2	제가광고형 스탠다드 6300원 어제 결제했는데요.티비랑 컴퓨터에 이용권0으로 나옵니다.핸드폰에서는 됩니다.네이버 페이로결제했고, 결제시 아이디랑 비번 안치고 \n카카오톡으로 웨이브에 들어갔습니다.\n집에 있는 티비는 미박스로연동됩니다.\n큰화면으로 보고싶어서요. 왜그런걸까요	2
2	카카오톡으로 연동으로 회원가입하려고 했는데 이미 가입되어 있다고 합니다.\n그래서 자동로그인이 되어 회원정보를 확인하니, 잘못된 정보로 되어 있습니다.\n이후탈퇴 진행하였는데도 가입이 되지 않습니다.	2
2	카톡로그인이 안되고 다시 회원가입을 하라고함	2
2	탈퇴좀부탁드려요 비번을 잊어버려 새로 가입해야할거같아요	5
2	토요일에 자동로그인이 안돼서  네이버로 로그인 했더니 이용 요금을 선택하라고해서	2
2	통신사 연결로 신청후 이용권 결제모두 하였는데 이용연결이 안되었다고 하며 이용권구입하라고 확인 되어 사용이 안됩니다 확인요청합니다	2
2	티멤버쉽으로 티빙과 웨이브 구입했는데\n웨이브 이용권구매하라고만나와요	2
2	티빙 더블 프리미엄 요금제 이용중임. \n모바일 디바이스에서는 웨이브 이용이 가능하나.\nPC에서는 이용권 구매하라고 안내가 뜸.	2
2	티빙과 더블이용권 이용중인데 어느순간부터 웨이브가 로그아웃되더니 회원정보가 없어 로그인이 안되니다.	2
2	티빙과 함께 구매 했음. 방송시청시 이용권 구매 메세지나와서 방송 못봄	2
2	티빙에서 더블 이용권 구매했는데 어디로 갔죠?	1
2	티빙에서 더블형광고스탠다드를 구매하였는데 티빙에서만 되고 웨이브에서 안됩니다\n티빙이 카카오톡으로 로그인하여 구매한거라 웨이브에서도 카톡으로 로그인하였으나 구독한거로 뜨지않습니다. 어떻게 해야하나요?	2
2	티빙에서 티빙,웨이브,디즈니 이용권을 구매 이용중입니다.\n스마트폰에 웨이브 로그인이 안되어 문의드립니다.	2
2	티빙은 되는데 웨이브가 적용이안돼요 \n\n더블스텐다드 정기권구매했습니다	2
2	티우주 티빙웨이브 플래티넘 구독하는데\n이용권 등록이 안됩니다	2
2	티월드에서 구독권구매후 연결하기까지 완료했는데 시청권구매하라고나옵니다.	2
2	패드사용가능한데 휴대폰연동이 안되어서요	2
2	평소처럼 웨이브에 접속해서 영상을 보려고 했는데\n갑자기 유효기간 만료??문구가 뜨면서 로그아웃되었습니다. (10/27 오전 3시 30분경)\n\n그 후 다시 로그인하려고 하니\n아이디/비밀번호 로그인이 되지 않고,\n본인 인증을 통한 아이디 찾기를 시도했을 때도\n제 정보로 된 계정이 존재하지 않는다고 나옵니다.\n\n정상적으로 이용 중이었고, 별도의 탈퇴나 변경을 한 적도 없습니다.\n현재 이용권 구독도 정상적으로 되어있습니다.\n\n제가 사용하던 계정 확인과 로그인 오류 해결을 요청드립니다.	2
2	항상 그냥 자동으로 들어가졌는데,\n갑자기 로그아웃되어서 \n사실 아이디랑 비번도 기억이 안 나는 지경인데(매일 치고 들어간게 아니었다보니)\n어찌됐든 네이버 로그인이든 뭐든 아무것도 재로그인이 안 된다고 하는데요.\n\n아이디찾기 눌러도 오류 뜨고,\n재로그인 눌러도 오류 뜨고,\n네이버 로그인 눌러도 오류 뜨고.. 뭐죠?	2
2	핸드폰 에는 로그인이 되어 있고 그 아이디로 \n테블릿 으로 로그인을 할려고 했는데 없는 아이디로 \n뜹니다 모가 문제 인지 모르겠습니다	2
2	현재 skt를 통해 wavve 앤 데이터 요금을 쓰면서 항상 시청을 했는데 지난달부터 시청되는 프로그램이 없는데 뭐가 문제일까요? 인증도 되어 있는데.. 확인 좀 부탁드려요	2
2	현재 비밀번호 기억하지 못해서 변경하고싶습니다 \n비밀번호변경방법을 알려주세요\n햔재비밀번호를 기억하지 못해서 변경하려는데도 현재 비번을 입력하라고 해서 아무것도 못하고 있습니다	2
2	현재 티빙 웨이브 통합 이용권 구독 중인데 웨이브로 어떻게 로그인해야 되요?\n\n티빙을 cj통합계정으로 로그인해놨는데, 웨이브 로그인이 안되네요.	2
2	현재 회원가입해서 멤버십 사용하고 있는 아이디가 있는데 아이디가 없다고 뜹니다.\n확인 부탁드려요	2
2	현제 베이직 요금제 이용중입니다\n로그아웃 되더니 재로그인되어도 요금제 이용정보가 확인 되지않아서 웨이브이용을 못하고 있습니다.	2
2	회원가로 가입해서 요금내고있는데 비번을 잃어버려서 비밀번호 재설정하려고하면  아이디 비번있다해서 재설정시 본인인증하면또 계정이없다하고...돌아버리겠습니다. \n아이디: 601608a\n비번재설정가능토록 확인부탁드려요..오류같아보여서답답해요	2
2	회원정보가 본인 이름 아니어서 수정하려는데 비밀번호 분실했습니다	2
2	회원정보수정에 들어가고 싶어서 비밀번호를 쳤는데 틀렸다고 나오고, 웹으로 들어가서 비밀번호 찾기를 하면 존재하지 않는 회원이라고 뜨네요. 네이버로 회원가입을 했던 것 같아서 네이버계정 비밀번호를 쳤는데 이것도 틀렸다고 하는데...\n혹시 해결 할 수 있는 방법이 있을까요?	2
2	1년이용권 사용중 로그아웃을 하였는데 아이디 비번을 분싯하여 재로그인을 못하고 있어요.\n연락부탁합니다	2
2	2025.07.07 12개월치 결제해서 이용중이었는데요 로그아웃을 하고 다시 로그인 하니까 갑자기 회원정보가  없다고 하네요 해결부탁드립니다.	2
3	- 더블 프리미엄 = 웨이브 프리미엄 + 티빙 프리미엄 \n\n4명 동시시청인데\n\n웨이브 4명이 동시 시청하고있는 시점에 \n티빙도 4명이 접속이 가능할까여?\n\n티빙 웨이브 각각 4명인지\n같은계정으로 티빙OR웨이브 동시시청 4명인지	3
3	- 해지이용권: 방송(LIVE+VOD) 이용권 (모바일 + PC ? HD 시청 ? 1회선)	3
3	PIP 기능이 되지 않습니다	3
3	tv보려면 더블이용권 어떤거 구매 합니까? \n아지면 전화좀 주실수 있나여?	3
3	tv에서 볼수 있는 이용권은?	13
3	가장 많이 사용하는 이용권은 뭐예요?	3
3	더블 광고형은 시청 제한이 있나요?	3
3	더블프리미엄 이용중인데 티빙웨이브 4회선이라고 했는데 각각 4회선이 아니라 2개씩 4개인가요??\n집 시댁 해서 오가며 사용중인데 집에서 보다가 시댁가서 볼라고 하면 로그인풀려있어서 다시 로그인해야하네요\n설명 좀 부탁드립니다	3
3	동시 4회선 볼수있는 프리미엄 사용중입니다\n궁금한게 있습니다\n티비로그인 왜 자꾸튕기나요 계정마다 하나씩 하는데?	3
3	요금제 종류	3
3	요금제 중 PIP 기능 제공되는 요금제는 무엇인가요. 모두 알려주세요	3
3	요금제 차이가 정확히 뭐예요?	3
3	요금제 추천해 주세요.	46
3	웨이브  티빙 더블이용권사용시\n웨이브만사용할때와 달리 제한되는 채널이 어떤걸까요?\n\n채널말고 다른게있으면 그것도 알려주세요	3
3	웨이브는 동시 시청 가능한 이용권을 어떻게 알 수 있나요 ?	3
3	웨이브랑 티빙 계정 문제 있어서 추가 시청된 사람 3명은 시청이 안돼서 문의했더니 기본 요금권에서 시청한 금액 제외하고 환불이 12,870원밖에 안됐습니다.\n동시시청 3명 추가했던 금액은 환불이 안 되는 걸까요?	3
3	이용권 종류 볼 수 있는 가입경로 알려주세여	3
3	이용권 종류와 종료일 확인	3
3	제 요금제로 스마트모니터에서 시청하는 방법이 있나요?\n이용권구매하라고ㅈ뜨는데 다른요금제를 어떤 써야하는건가요	3
3	티빙 같이 하는 요금제 문의	3
3	티빙 웨이브 더블 광고형 스탠다드 이용권 말구요.\n광고없는 티빙 웨이브 더블 이용권 구매가 얼마전까지 가능했던걸로 알고있는데, 아직도 그 이용권이 있나요?	3
3	티빙 웨이브 통합 이용권 구매하고싶은데 더블프리미엄으로 총 4대 동시시청 가능한걸로 구매하려고 합니다 그럼 웨이브 사용시 티비로 동시시청 4대가 가능할까요?	3
3	핸드폰 및 스마트 티비로 시청을 원할경우 이용권을 뭘로 하면 되는지 문의드립니다 \n주로 스마트 티비로 시청합니다	32
3	핸드폰에는 볼수있고 티비에는  이용권구매하라는데  \n\n제가 구매한 이용권은  티비로 볼수없나요?	3
3	현재 11월 9일에 만료되는 스탠다드 이용권을 사용 중인데 만료 후 더블 스탠다드를 이용할까 고민 중 입니다. \n\n혹시 웨이브에서 티빙 더블 스탠다드를 구매하면, 티빙 계정 공유는 어떻게 할 수 있나요? 기존 티빙처럼 가능한건지, 아니면 웨이브 방식을 따르는 건지 알고 싶습니다	3
3	현재 서비스 중인 웨이브x티빙 더블 요금제 이용하게 되면 컨탠츠 이용에 제한되는 부분이 있습니까?\n첫 출시때엔 SBS관련 컨탠츠 이용 제한이 있었는데 지금은 SBS관련 컨텐츠중에서 일부 제외하고는 어차피 서비스 안하는거 같은데요..\n확인 부탁 드립니다.	3
4	가입 당시 입력한 정보 확인하고 싶어요.	4
4	닉네임은 어디서 바꾸나요?	46
4	생년월일 수정할 수 있나요?	4
4	성별 정보 변경되나요?	4
4	아이디 변경 가능한가요?	4
4	안녕하세요 이메일 변경 문제 때문에 문의드립니다 제가 원래 쓰던 이메일을 지금은 안 쓰는 상태라 혹시 이메일 변경이 가능할까요?	4
4	오래전 계정 가입 시 실명인증을 수행하지 않아 임의의 이름으로 가입을 하였습니다.\n\n회원정보 이름 수정이 가능한지 문의드립니다.	4
4	웨이브홈페이지 회원정보 수정메뉴에서 인증을 완료해주세요.\n-해당 인증 관련 메뉴가 보이지 않습니다.	4
4	통신사 바뀌었는데 재인증 필요한가요?	4
4	환경설정 회원정보수정 여쭤봅니다	4
4	환경설정에 회원정보수정 들어가면 이름잇자나요 변경할수잇는방법은없나요? 	4
4	회원정보 변경이 안되요\nex. 이름, 생년월일	4
4	회원정보 변경하고싶어요  티비로 로그인 안되서요	4
4	회원정보 이름 변경 문의	4
4	회원정보 이름 변경이 안 뜨는데 어떻개 하나요??	4
4	회원정보변경	4
4	회원정보변경요청	4
4	회원정보수정이 안되요	4
4	회원정보에 이름이 다른 사람 이름으로 되어 있는데 아이디, 이메일, 핸드폰번호 모두 제 명의인데 이름 변경 안될까요? 프로필이름 아니고 웨이브 자체 회원정보 이름이요 변경방법이 없어서 문의드립니다	4
4	회원정보에 제이름이 아닌 다른 사람이 등록되어 있어요	4
4	휴대폰 번호 변경했어요. 수정 어디서 하나요?	4
4	휴대폰 번호를 변경하려고 하는데요. 간편가입고객이라서 수정이 안되는 것 같은데 어떻게 변경을 해야 하나요?	4
5	waave 를 거의 이용하지 않아 탈퇴하려고 합니다 \n 어떻게 하면 탈퇴하는지 찾을수 없어서 문의합니다	5
5	가입탈퇴	5
5	계정 탈퇴를 할 필요는 없는거는 맞죠?	5
5	계정 탈퇴릉 위한 즉시 해지 뷰탁드립니다	5
5	계정삭제해주세요\n탈퇴하려고합니다	5
5	기존계정 메일 변경 안되는지 알고 가입했는데 변경되서 사용중입니다\n\n탈퇴요청합니다.	5
5	더나은 서비스를 제공하고자 이용권 탈퇴하려는 목적입니다	5
5	더이상 사용하지 않아서 정기결제도 취소했는데 회원탈퇴가 되지않아요	5
5	두 번 결제 된 것 같아서 하나의 회선에선 탈퇴하고 싶어서 문의드립니다.\n티빙 웨이브 15000원 이용권 결제가 된 상황에서 티빙 웨이브 디즈니 215000결제를 다시 한 것 같은데 \n티빙 웨이브 15000원 이용권을 탈퇴하고 싶습니다.	5
5	멤버쉽 탈퇴 문의드려요	5
5	뭔지도 무슨용도도 모르고 가입했습니다.\n회원 가입을취소나 탈퇴해 주세요	5
